id;word;polarity;joy;fear;sadness;anger;surprise;disgust
7148;gourmandise;negative;0;0;0;1;0;1
7149;gourmet;positive;0;0;0;0;0;0
7150;gourou;negative;0;1;0;1;0;1
7151;gousset;positive;0;0;0;0;0;0
7152;goût;positive;0;0;1;0;0;1
7153;goût piquant;positive;0;0;0;0;1;1
7154;goûter;positive;0;0;0;0;0;0
7155;goûteur|goûteux;positive;1;0;0;0;0;0
7156;goûteux;positive;1;0;0;0;0;0
7157;goutte;negative;0;1;1;0;0;1
7158;goutte à goutte;negative;0;0;0;0;0;0
7159;gouttelette;negative;0;0;0;0;0;0
7160;goutter;negative;0;0;0;0;0;0
7161;gouttière;negative;0;0;0;0;0;1
7162;gouvernail;positive;0;0;0;0;0;0
7163;gouvernant;positive;0;0;0;0;0;0
7164;gouvernement;positive;0;1;0;0;0;0
7165;gouverner;positive;0;0;0;0;0;0
7166;gouverneur;positive;0;0;0;0;0;0
7167;grace;positive;0;0;0;0;0;0
7168;grâce;positive;0;0;0;0;0;0
7169;gracieusement;positive;0;0;0;0;0;0
7170;gradation;positive;0;0;0;0;0;0
7171;grade;positive;0;0;0;0;0;0
7172;gradin;positive;0;0;0;0;0;0
7173;graduellement;positive;0;0;0;0;0;0
7174;graine;positive;0;0;0;0;0;0
7175;graissage;negative;0;0;0;0;0;1
7176;graisse;negative;0;0;1;0;0;1
7177;graisser;negative;0;0;0;0;0;1
7178;graisseux;negative;0;0;0;0;0;1
7179;grammaire;positive;0;0;0;0;0;0
7180;gramme;positive;0;0;0;0;0;0
7181;grand;positive;0;0;0;0;0;0
7182;grand coup;negative;0;1;0;1;1;0
7183;grand dam;negative;0;0;1;0;0;1
7184;grand et maigre;negative;0;0;1;0;0;1
7185;grand livre;positive;0;0;0;0;0;0
7186;grand magasin;positive;0;0;0;0;0;0
7187;grand mère;positive;0;0;0;0;0;0
7188;grand père;positive;0;0;0;0;0;0
7189;grandement;positive;0;0;0;0;0;0
7190;grandeur;positive;0;0;0;0;1;0
7191;grandiloquence;positive;0;0;0;0;0;0
7192;grandiose;positive;0;0;0;0;1;0
7193;grandir;positive;0;0;0;0;0;0
7194;grange;positive;0;0;0;0;0;0
7195;granite;positive;0;0;0;0;0;0
7196;granule;negative;0;0;0;0;0;0
7197;granuler;negative;0;0;0;0;0;0
7198;graphique;positive;0;0;0;0;0;0
7199;graphisme;positive;0;0;0;0;0;0
7200;grappe;positive;0;0;0;0;0;0
7201;grassouillet;negative;0;0;0;0;0;1
7202;gratis;positive;0;0;0;0;0;0
7203;gratitude;positive;0;0;0;0;0;0
7204;grattage;negative;0;1;0;1;0;1
7205;gratter ciel;positive;0;0;0;0;0;0
7206;gratter;negative;0;1;1;1;1;0
7207;gratuit;positive;0;0;0;0;0;1
7208;gratuitement;positive;0;0;0;0;0;0
7209;graver;positive;0;0;0;0;0;0
7210;gravement;negative;0;0;1;0;0;0
7211;gravier;negative;0;0;0;0;0;0
7212;gravir;positive;0;1;0;0;0;0
7213;gravitation;positive;0;0;0;0;0;0
7214;graviter;positive;0;0;0;0;0;0
7215;gravure;positive;0;0;0;0;0;0
7216;gravure sur bois;positive;0;0;0;0;0;0
7217;gré;positive;0;0;0;0;0;0
7218;gréement;positive;0;0;0;0;0;0
7219;greffe;positive;0;0;0;0;0;0
7220;greffer;positive;0;0;0;0;0;0
7221;greffier;positive;0;0;0;0;0;0
7222;greffon;positive;0;0;0;0;0;0
7223;grégaire;positive;0;0;0;0;0;0
7224;grêlé;negative;0;1;1;0;0;0
7225;grelotter;negative;0;1;0;0;0;0
7226;grelottant;negative;0;1;0;0;0;0
7227;grenade;negative;0;1;0;1;0;0
7228;grenat;positive;0;0;0;0;0;0
7229;grenier;positive;0;0;0;0;0;0
7230;grenouille;negative;0;0;0;0;0;1
7231;grès;positive;0;0;0;0;0;0
7232;grésil;negative;0;1;1;0;0;1
7233;grésillement;negative;0;1;0;1;0;0
7234;grésiller;negative;0;1;0;1;0;0
7235;grève;negative;0;0;0;1;0;0
7236;gribouillage;negative;0;0;0;0;1;0
7237;gribouiller;negative;0;0;0;0;1;0
7238;grief;negative;0;0;1;1;0;1
7239;griffe;negative;0;1;0;1;0;0
7240;griffer;negative;0;1;0;1;1;0
7241;griffon;positive;0;0;0;0;0;0
7242;griffonner;negative;0;0;0;0;0;0
7243;griffure;negative;0;1;0;1;1;0
7244;grignoter;positive;0;0;0;0;0;0
7245;grill;positive;0;0;0;0;0;0
7246;grillage;negative;0;1;0;0;1;0
7247;griller;negative;0;0;0;1;0;0
7248;grillon;positive;0;0;0;0;0;0
7249;grimace;negative;0;1;1;1;0;1
7250;grimacer;negative;0;1;1;1;0;1
7251;grimper;positive;0;1;0;0;0;0
7252;grincer;negative;0;1;0;1;0;1
7253;grincement;negative;0;1;1;1;1;0
7254;grippe;negative;0;1;1;0;0;1
7255;gris;negative;0;0;1;0;0;1
7256;griser;negative;1;0;0;0;0;0
7257;grisant;negative;1;0;0;0;0;0
7258;gris|grise;negative;0;0;1;0;0;1
7259;grisonnant;negative;0;0;1;0;0;1
7260;grivois;negative;0;0;0;0;0;1
7261;groggy;negative;0;0;1;0;1;0
7262;groin;negative;0;0;0;0;0;1
7263;grommeler;negative;0;1;1;1;0;1
7264;grondement;negative;0;1;0;1;1;1
7265;gros lot;positive;0;0;0;0;1;0
7266;gros morceau;positive;0;0;0;0;0;0
7267;gros titre;positive;0;0;0;0;0;0
7268;grossesse;positive;0;0;0;0;0;1
7269;grosseur;negative;0;1;0;0;0;0
7270;grossièrement;negative;0;0;0;0;0;0
7271;grossir;negative;0;0;0;0;0;0
7272;grotesque;negative;0;0;0;0;0;1
7273;grotte;negative;0;1;1;0;0;0
7274;grouiller;negative;0;1;0;1;0;1
7275;grouillant;negative;0;1;0;1;0;0
7276;grouper;positive;0;0;0;0;0;0
7277;groupement;positive;0;0;0;0;0;0
7278;grue;positive;0;0;0;0;0;0
7279;grumeleux;negative;0;0;0;0;0;1
7280;gué;positive;0;0;0;0;0;0
7281;guépard;negative;0;1;0;0;0;0
7282;guêpe;negative;0;1;0;0;0;0
7283;guérillero;negative;0;1;0;1;0;0
7284;guérir;positive;0;0;0;0;0;0
7285;guérison;positive;0;0;0;0;0;0
7286;guerre;negative;0;1;1;1;0;0
7287;guet;positive;0;0;0;0;0;0
7288;guet apens;negative;0;1;0;1;1;0
7289;guetteur;positive;0;0;0;0;0;0
7290;gueule;negative;0;0;0;1;0;1
7291;gueule|gueules;negative;0;0;0;0;0;1
7292;guichet;positive;0;0;0;0;0;0
7293;guidage;positive;0;0;0;0;0;0
7294;guide;positive;0;0;0;0;0;0
7295;guider;positive;0;0;0;0;0;0
7296;guider un barque;positive;0;0;0;0;0;0
7297;guilde;positive;0;0;0;0;0;0
7298;guillotine;negative;0;1;1;1;0;1
7299;guillotiner;negative;0;1;1;1;0;1
7300;guinder;negative;0;0;1;0;0;1
7301;guinée;positive;0;0;0;0;0;0
7302;guirlande;positive;1;0;0;0;0;0
7303;guitare;positive;0;0;0;0;0;0
7304;gymnase;positive;0;0;0;0;0;0
7305;gymnaste;positive;0;0;0;0;0;0
7306;gymnastique;positive;0;0;0;0;0;0
7307;gynécologie;negative;0;0;0;0;0;1
7308;gyroscope;positive;0;0;0;0;0;0
7309;habile;positive;0;0;0;0;0;0
7310;habileté;positive;0;0;0;0;0;0
7311;habiliter;positive;0;0;0;0;0;0
7312;habiller;positive;0;0;0;0;0;0
7313;habillement;positive;0;0;0;0;0;0
7314;habitat;positive;0;0;0;0;0;0
7315;habitation;positive;0;0;0;0;0;0
7316;habiter;positive;0;0;0;0;0;0
7317;habitude;positive;0;0;0;0;0;0
7318;habituellement;positive;0;0;0;0;0;0
7319;hacher;negative;0;1;0;0;0;0
7320;hachette;negative;0;1;0;1;1;0
7321;hachis;negative;0;0;0;1;0;0
7322;hacienda;positive;0;0;0;0;0;0
7323;haie;positive;0;0;0;0;0;0
7324;haineux;negative;0;1;1;1;0;1
7325;haïr;negative;0;1;1;1;0;1
7326;hâle;positive;0;0;0;0;0;0
7327;hâler;positive;0;0;0;0;0;0
7328;haleine;positive;0;0;0;0;0;0
7329;halètement;negative;0;1;0;0;1;0
7330;haleter;negative;0;1;1;0;1;0
7331;hall;positive;0;0;0;0;0;0
7332;hallebardier;positive;0;0;0;0;0;0
7333;hallucination;negative;0;1;0;0;0;0
7334;halo;positive;0;0;0;0;0;0
7335;halte;negative;0;1;1;1;0;0
7336;haltère;negative;0;0;0;0;0;0
7337;hamac;positive;0;0;0;0;0;0
7338;hameau;positive;0;0;0;0;0;0
7339;hameçon;negative;0;1;0;0;1;0
7340;hanche;positive;0;0;0;0;0;0
7341;handicap;negative;0;0;1;0;0;0
7342;harceler;negative;0;1;0;1;0;0
7343;harcèlement;negative;0;1;0;1;0;0
7344;harde;negative;0;1;0;0;0;0
7345;hardi;positive;0;0;0;0;0;0
7346;harem;positive;0;0;0;0;0;0
7347;harmonica;positive;0;0;0;0;0;0
7348;harmonie;positive;0;0;0;0;0;0
7349;harmonieusement;positive;0;0;0;0;0;0
7350;harmonique;positive;0;0;0;0;0;0
7351;harmoniser;positive;0;0;0;0;0;0
7352;harnais;negative;0;1;1;0;0;0
7353;harpe;positive;0;0;0;0;0;0
7354;hasard;positive;0;0;0;0;1;0
7355;hasard extraordinaire;positive;0;0;0;0;1;0
7356;haschisch;negative;0;0;0;0;0;1
7357;hâte;negative;0;0;0;1;0;0
7358;hâter;negative;0;1;0;0;1;0
7359;hâtivement;negative;0;1;0;0;1;0
7360;hausse;positive;0;0;0;0;0;0
7361;haussement d épaule;negative;0;0;0;0;0;0
7362;hausser;positive;0;0;0;0;0;0
7363;hausser le épaule;negative;0;0;0;0;0;0
7364;haut et fort;negative;0;0;0;1;0;0
7365;haut le c?ur;negative;0;0;0;0;0;1
7366;haut parleur;positive;0;0;0;0;0;0
7367;hautain;negative;0;0;0;1;0;1
7368;hautbois;positive;0;0;0;0;0;0
7369;haut terre;positive;0;0;0;0;0;0
7370;hauteur;positive;0;0;0;0;0;0
7371;havre;positive;0;0;0;0;0;0
7372;hebdomadaire;positive;0;0;0;0;0;0
7373;hébergement;positive;0;0;0;0;0;0
7374;hébétement;negative;0;0;1;0;1;0
7375;hébéter;negative;0;0;1;0;1;0
7376;hectare;positive;0;0;0;0;0;0
7377;hédonisme;positive;1;0;0;0;0;0
7378;hégémonique;negative;0;1;1;0;0;0
7379;hélicoïdal;positive;0;0;0;0;0;0
7380;hématite;positive;0;0;0;0;0;0
7381;hemi;positive;0;0;0;0;0;0
7382;hémi;positive;0;0;0;0;0;0
7383;hémisphère;positive;0;0;0;0;0;0
7384;hémisphérique;positive;0;0;0;0;0;0
7385;hémorragie;negative;0;1;1;0;0;1
7386;hémorroïde;negative;0;0;0;0;0;1
7387;hennir;negative;0;0;0;0;0;0
7388;hennissement;negative;0;0;0;0;0;0
7389;héraldique;positive;0;0;0;0;0;0
7390;héraut;positive;0;0;0;0;0;0
7391;herbacé;negative;0;0;0;0;0;0
7392;herbe;negative;0;0;0;0;0;1
7393;herbe à chat;negative;0;0;0;0;0;1
7394;herbier;positive;0;0;0;0;0;0
7395;héréditaire;positive;0;0;0;0;0;0
7396;hérédité;positive;0;0;0;0;0;0
7397;hérésie;negative;0;0;0;1;0;1
7398;hérétique;negative;0;0;0;1;0;1
7399;hérisser;negative;0;1;0;0;0;0
7400;hérisser de pointe;negative;0;1;0;0;0;0
7401;hérisson;positive;0;0;0;0;0;0
7402;hériter;positive;0;0;0;0;0;0
7403;héritier;positive;0;0;0;0;0;0
7404;hermaphrodite;negative;0;0;0;0;1;1
7405;herméneutique;positive;0;0;0;0;0;0
7406;hernie;negative;0;1;1;0;0;1
7407;héroÃ¯ne;negative;0;0;0;0;0;1
7408;héroÃ¯que;positive;0;0;0;0;1;0
7409;héroïque;positive;0;0;0;0;1;0
7410;héroïsme;positive;0;0;0;0;1;0
7411;héro|héros;positive;0;0;0;0;1;0
7412;herpès;negative;0;0;0;0;0;1
7413;hésiter;negative;0;1;1;0;0;0
7414;hésitant;negative;0;1;1;0;0;0
7415;hésitation;negative;0;1;0;0;0;0
7416;hétéroclite;positive;0;0;0;0;0;0
7417;hétérogenéité;positive;0;0;0;0;0;0
7418;hétérogénéité;positive;0;0;0;0;0;0
7419;heure;positive;0;0;0;0;0;0
7420;heure du coucher;positive;0;0;0;0;0;0
7421;heureusement;positive;1;0;0;0;0;0
7422;heurt;negative;0;1;0;1;0;0
7423;heurter sur le côté;negative;0;0;0;0;0;0
7424;hexagone;positive;0;0;0;0;0;0
7425;hiatal;negative;0;1;0;0;1;0
7426;hiatus;negative;0;1;0;0;1;0
7427;hibernation;negative;0;0;1;0;0;0
7428;hiberner;negative;0;0;1;0;0;0
7429;hic;negative;0;1;0;0;1;0
7430;hiérarchique;positive;0;0;0;0;0;0
7431;highlands;positive;0;0;0;0;0;0
7432;hilarant;positive;0;0;0;0;1;0
7433;hilarité;positive;0;0;0;0;1;0
7434;hippie;negative;0;0;0;0;0;1
7435;hippique;positive;0;0;0;0;0;0
7436;hirondelle;positive;0;0;0;0;0;0
7437;hirsute;negative;0;0;0;0;0;1
7438;hisser;positive;0;0;0;0;0;0
7439;histoire;negative;0;0;1;1;0;0
7440;histologie;positive;0;0;0;0;0;0
7441;historiographie;positive;0;0;0;0;0;0
7442;historique;positive;0;0;0;0;1;0
7443;hiver;negative;0;0;1;0;0;0
7444;hivernal;negative;0;0;1;0;0;0
7445;hobby;positive;1;0;0;0;0;0
7446;hocher le tête;positive;0;0;0;0;0;0
7447;hocher de le tête;positive;0;0;0;0;0;0
7448;hochet;negative;0;1;0;0;1;0
7449;hockey;positive;0;0;0;0;0;0
7450;holocauste;negative;0;1;1;1;0;1
7451;homélie;positive;0;0;0;0;0;0
7452;homéopathie;positive;0;0;0;0;0;0
7453;homéopathique;positive;0;0;0;0;0;0
7454;homicide;negative;0;1;1;1;0;1
7455;hommage;positive;0;0;0;0;0;0
7456;homme;positive;0;0;0;0;0;0
7457;homme d état;positive;0;0;0;0;0;0
7458;homme politique;positive;0;0;0;0;0;0
7459;homogène;positive;0;0;0;0;0;0
7460;homogénéité;positive;0;0;0;0;0;0
7461;homologie;positive;0;0;0;0;0;0
7462;homologue;positive;0;0;0;0;0;0
7463;homonyme;positive;0;0;0;0;0;0
7464;homosexualité;negative;0;0;0;0;0;0
7465;homosexualité féminin;negative;0;0;0;0;0;0
7466;hongre;negative;0;1;1;0;0;0
7467;hongrer;negative;0;1;1;0;0;0
7468;honnêteté;positive;0;0;0;0;0;0
7469;honneur;positive;0;0;0;0;0;0
7470;honorable;positive;0;0;0;0;0;0
7471;honorer;positive;0;0;0;0;0;0
7472;honte;negative;0;1;1;1;0;1
7473;hôpital;negative;0;1;1;0;0;0
7474;hoquet;negative;0;1;0;0;1;0
7475;hoqueter;negative;0;1;0;0;1;0
7476;horaire;positive;0;0;0;0;0;0
7477;horde;negative;0;1;0;1;1;0
7478;horizon;positive;0;0;0;0;0;0
7479;horizontal;positive;0;0;0;0;0;0
7480;horizontalement;positive;0;0;0;0;0;0
7481;horloge;positive;0;0;0;0;0;0
7482;horoscope;positive;0;0;0;0;0;0
7483;horrifier;negative;0;1;1;0;1;1
7484;horrifique;negative;0;1;1;1;0;1
7485;hors de prix;negative;0;0;1;1;0;1
7486;hors de propos;negative;0;1;0;0;0;0
7487;hors du chemin;negative;0;1;1;0;0;0
7488;hors jeu;negative;0;1;1;0;0;0
7489;hors norme;positive;1;0;0;0;0;0
7490;hors le loi;negative;0;1;0;1;0;0
7491;horticole;positive;0;0;0;0;0;0
7492;horticulture;positive;0;0;0;0;0;0
7493;hospice;negative;0;0;1;0;0;0
7494;hospitalité;positive;0;0;0;0;0;0
7495;hostie;positive;0;0;0;0;0;0
7496;hostile;negative;0;1;1;1;0;1
7497;hôte;positive;0;0;0;0;0;0
7498;hôtel;positive;0;0;0;0;0;0
7499;hotte;positive;0;1;0;1;0;1
7500;houe;negative;0;1;0;0;0;0
7501;houle;negative;0;1;0;0;0;0
7502;hourra;positive;1;0;0;0;0;0
7503;huard;positive;0;0;0;0;0;1
7504;huer;negative;0;1;0;1;1;1
7505;huile;negative;0;0;0;0;0;1
7506;huiler;negative;0;0;0;0;0;1
7507;huitième;positive;0;0;0;0;0;0
7508;huître;negative;0;0;0;0;0;1
7509;hululement;negative;0;0;0;1;0;1
7510;hululer;negative;0;0;0;1;0;1
7511;humain;positive;0;0;0;0;0;0
7512;humanitaire;positive;0;0;0;0;1;0
7513;humanité;positive;0;0;0;0;0;0
7514;humble;positive;0;0;1;0;0;1
7515;humblement;positive;0;0;0;0;0;0
7516;humeur;positive;0;0;0;0;0;0
7517;humeur noir;negative;0;0;1;0;0;0
7518;humide;negative;0;0;0;0;0;1
7519;humidité;negative;0;0;0;0;0;1
7520;humilier;negative;0;0;1;0;0;1
7521;humiliant;negative;0;0;1;0;0;1
7522;humiliation;negative;0;1;1;0;1;1
7523;humilité;positive;0;0;0;0;0;0
7524;hummer;positive;0;0;0;0;0;0
7525;humoriste;positive;1;0;0;0;0;0
7526;humoristique;positive;1;0;0;0;0;0
7527;hutte;positive;0;0;1;0;0;1
7528;hybride;negative;0;0;0;0;0;0
7529;hydraulique;positive;0;0;0;0;0;0
7530;hydre;negative;0;1;0;0;0;0
7531;hydrocéphalie;negative;0;1;1;0;0;1
7532;hydrodynamique;positive;0;0;0;0;0;0
7533;hydrogène;positive;0;0;0;0;0;0
7534;hydrographique;positive;0;0;0;0;0;0
7535;hydrologie;positive;0;0;0;0;0;0
7536;hydromel;positive;0;0;0;0;0;0
7537;hygiène;positive;0;0;0;0;0;0
7538;hygiéniqes;positive;0;0;0;0;0;0
7539;hygiénique;positive;0;0;0;0;0;0
7540;hymne;positive;0;0;1;0;0;0
7541;hyper médiatisation;negative;0;0;0;0;0;0
7542;hyperbole;negative;0;0;0;0;0;0
7543;hypertrophie;negative;0;1;0;0;1;1
7544;hypnotique;negative;0;1;0;0;0;0
7545;hypocrisie;negative;0;0;0;1;0;1
7546;hypocrite;negative;0;0;0;0;0;1
7547;hypothèque;negative;0;1;1;0;0;0
7548;hypothéquer;negative;0;1;1;0;0;0
7549;hypothétique;negative;0;0;0;0;0;0
7550;hystérie;negative;0;1;0;1;0;0
7551;iceberg;negative;0;1;0;0;0;0
7552;icône;positive;0;0;0;0;0;0
7553;iconique;positive;0;0;0;0;0;0
7554;iconographie;positive;0;0;0;0;0;0
7555;idéalisme;positive;1;0;0;0;0;0
7556;idéaliste;positive;0;0;0;0;0;0
7557;idée;positive;0;0;0;0;0;0
7558;idée faux;negative;0;1;0;1;0;1
7559;idée fixe;negative;0;1;1;1;0;0
7560;idem;positive;0;0;0;0;0;0
7561;identification;positive;0;0;0;0;0;0
7562;identifier;positive;0;0;0;0;0;0
7563;identique;positive;0;0;0;0;0;0
7564;identiquement;positive;0;0;0;0;0;0
7565;identité;positive;0;0;0;0;0;0
7566;idéologie;positive;0;0;0;0;0;0
7567;idiomatique;positive;0;0;0;0;0;0
7568;idiome;positive;0;0;0;0;0;0
7569;idiotie;negative;0;0;1;1;0;1
7570;idolâtrie;positive;0;1;0;0;0;1
7571;idole;positive;1;0;0;0;0;0
7572;if;positive;0;0;0;0;0;0
7573;igloo;positive;0;0;0;0;0;0
7574;igname;positive;0;0;0;0;0;0
7575;igné;negative;0;0;0;0;0;0
7576;ignoble;negative;0;1;0;1;0;1
7577;ignorance;negative;0;0;1;0;0;0
7578;ignorer;negative;0;0;1;0;0;1
7579;ignorant;negative;0;0;1;0;0;1
7580;il y avoir;positive;0;0;0;0;0;0
7581;île;positive;0;0;0;0;0;0
7582;illégal;negative;0;1;1;1;0;1
7583;illégalement;negative;0;1;0;0;0;0
7584;illégalité;negative;0;1;0;1;0;1
7585;illicite;negative;0;1;1;1;0;1
7586;illisible;negative;0;0;0;0;0;0
7587;illogique;negative;0;0;0;0;0;0
7588;illumination;positive;0;0;0;0;1;0
7589;illuminer;positive;0;0;0;0;1;0
7590;illusion;negative;0;1;1;1;1;0
7591;illusionnisme;negative;0;1;0;0;1;0
7592;illustratif;positive;0;0;0;0;0;0
7593;illustration;positive;0;0;0;0;0;0
7594;illustrer;positive;0;0;0;0;0;0
7595;îlot;positive;0;0;0;0;0;0
7596;image;positive;0;0;0;0;0;0
7597;imagerie;positive;0;0;0;0;0;0
7598;imaginaire;positive;0;0;0;0;0;0
7599;imaginer;positive;0;0;0;0;0;0
7600;imaginatif;positive;0;0;0;0;0;0
7601;imagination;positive;0;0;0;0;0;0
7602;imam;positive;0;0;0;0;0;0
7603;imberbe;negative;0;0;0;0;0;0
7604;imbiber;negative;0;0;0;0;0;1
7605;imiter;negative;0;0;0;0;0;0
7606;imitation;negative;0;0;0;1;1;1
7607;immatriculation;positive;0;0;0;0;0;0
7608;immature;negative;0;0;0;0;0;1
7609;immaturité;negative;0;0;0;1;0;1
7610;immédiat;positive;0;0;0;0;1;0
7611;immédiatement;positive;0;0;0;0;1;0
7612;immédiateté;positive;0;0;0;0;1;0
7613;immémorial;positive;0;0;0;0;0;0
7614;immerger;negative;0;1;1;0;1;0
7615;immérité;negative;0;0;1;1;0;0
7616;immersion;negative;0;1;0;0;0;0
7617;immeuble;positive;0;0;0;0;0;0
7618;immigration;positive;0;0;0;0;0;0
7619;imminent;negative;0;1;0;0;1;0
7620;immobile;negative;0;1;1;0;1;0
7621;immobiliser;negative;0;1;0;1;1;0
7622;immobilité;positive;0;1;1;0;0;0
7623;immodéré;negative;0;0;0;1;0;0
7624;immoral;negative;0;1;1;1;0;1
7625;immoralité;negative;0;0;0;1;0;1
7626;immortalité;positive;0;0;0;0;0;0
7627;immortel;positive;0;0;1;0;0;0
7628;immuable;positive;0;0;0;0;0;0
7629;immunisation;positive;0;0;0;0;0;0
7630;immuniser;positive;0;0;0;0;0;0
7631;immunitaire;positive;0;0;0;0;0;0
7632;immunité;positive;0;0;0;0;0;0
7633;impact;negative;0;1;0;0;0;0
7634;impalpable;negative;0;1;0;0;0;0
7635;imparfaitement;negative;0;0;0;0;0;1
7636;impartialité;positive;0;0;0;0;0;0
7637;impasse;negative;0;1;1;1;0;1
7638;impatience;negative;0;0;0;1;0;0
7639;impatient;negative;0;0;0;1;0;0
7640;impatient|impatiente;negative;0;0;0;1;0;0
7641;impeccable;positive;0;0;0;0;0;0
7642;impénitent;negative;0;0;1;0;0;0
7643;impérativement;positive;0;0;0;0;0;0
7644;impératrice;positive;0;0;0;0;0;0
7645;imperceptible;negative;0;0;1;0;0;0
7646;imperfection;negative;0;0;1;0;0;1
7647;imperial;positive;0;0;0;0;0;0
7648;impérial;positive;0;0;0;0;0;0
7649;impérissable;positive;0;0;0;0;0;0
7650;imperméabiliser;positive;0;0;0;0;0;0
7651;imperméable;positive;0;1;0;1;0;0
7652;impertinent;negative;0;0;0;1;0;0
7653;imperturbable;positive;0;0;0;0;0;0
7654;impie;negative;0;1;1;0;0;0
7655;implacable;positive;0;0;0;0;0;0
7656;implant;positive;0;0;0;0;0;0
7657;implantation;positive;0;0;0;0;0;0
7658;implanter;positive;0;0;0;0;0;0
7659;implicite;positive;0;0;0;0;0;0
7660;impliquer;positive;0;0;0;0;0;0
7661;implorer;negative;0;1;1;0;0;0
7662;implosion;negative;0;1;0;0;1;0
7663;impoli;negative;0;0;0;0;0;1
7664;impopulaire;negative;0;0;1;0;0;1
7665;importance;positive;0;0;0;0;0;0
7666;important;positive;0;0;0;0;0;0
7667;importation;positive;0;0;0;0;0;0
7668;importuner;negative;0;1;0;0;0;0
7669;imposer;negative;0;1;0;1;0;0
7670;imposition;negative;0;1;1;0;0;0
7671;impossibilité;negative;0;0;1;0;0;0
7672;impossible;negative;0;0;1;0;0;0
7673;impossible à distinguer;negative;0;0;0;0;0;0
7674;imposte;positive;0;0;0;0;0;0
7675;imposteur;negative;0;0;0;1;0;1
7676;imposture;negative;0;0;0;1;0;1
7677;impôt;negative;0;0;1;1;0;0
7678;impotent;negative;0;0;1;0;0;0
7679;impraticable;negative;0;0;1;0;0;0
7680;imprécision;negative;0;1;1;0;0;0
7681;imprégner;negative;0;0;0;0;0;0
7682;impression;positive;0;0;0;0;0;0
7683;impressionnable;negative;0;1;0;0;0;0
7684;impressionnant;positive;0;1;0;0;1;0
7685;impressionner;positive;0;0;0;0;1;0
7686;imprévisible;negative;0;1;0;0;1;0
7687;imprimante;positive;0;0;0;0;0;0
7688;imprimer;positive;0;0;0;0;0;0
7689;imprimerie;positive;0;0;0;0;0;0
7690;imprimeur;positive;0;0;0;0;0;0
7691;improbable;negative;0;1;1;0;1;0
7692;impromptu;negative;0;0;0;0;1;0
7693;improvisation;negative;0;0;0;0;1;0
7694;improviser;negative;0;0;0;0;1;0
7695;imprudence;negative;0;1;0;1;1;1
7696;imprudent;negative;0;1;1;1;0;0
7697;impudence;positive;0;0;0;0;0;0
7698;impudent;negative;0;0;0;1;0;0
7699;impuissance;negative;0;1;1;1;0;0
7700;impuissant;negative;0;1;1;1;0;1
7701;impulsion;positive;0;0;0;0;1;0
7702;impunité;negative;0;0;1;1;0;0
7703;impur;negative;0;0;0;0;0;1
7704;impureté;negative;0;0;0;0;0;1
7705;imputable;negative;0;1;1;0;0;0
7706;imputation;negative;0;0;1;1;0;0
7707;in quarto;positive;0;0;0;0;0;0
7708;inacceptable;negative;0;0;1;1;0;0
7709;inaccessible;negative;0;0;1;1;0;0
7710;inachever;negative;0;0;1;0;0;0
7711;inachèvement;negative;0;0;1;0;0;0
7712;inaction;negative;0;1;1;0;0;0
7713;inactivation;negative;0;1;0;0;0;0
7714;inactiver;negative;0;1;0;0;0;0
7715;inactivité;negative;0;0;1;0;0;0
7716;inadéquation;negative;0;0;1;0;0;1
7717;inadmissible;negative;0;0;1;1;0;1
7718;inaliénable;positive;0;0;0;0;0;0
7719;inamical;negative;0;1;1;1;0;1
7720;inanimé;negative;0;1;1;0;0;0
7721;inaperçu;negative;0;0;1;0;0;0
7722;inapplicable;negative;0;0;0;0;0;0
7723;inapproprié;negative;0;0;1;1;0;1
7724;inappropriée;negative;0;0;1;1;0;1
7725;inappropriées;negative;0;0;1;1;0;1
7726;inappropriés;negative;0;0;1;1;0;1
7727;inapte;negative;0;0;1;0;0;0
7728;inassouvi;negative;0;0;1;1;1;0
7729;inattentif;negative;0;0;0;0;0;0
7730;inaudible;negative;0;0;0;0;0;0
7731;inaugural;positive;0;0;0;0;0;0
7732;inauguration;positive;0;0;0;0;0;0
7733;inaugurer;positive;1;0;0;0;0;0
7734;incandescent;negative;0;1;0;0;1;0
7735;incapable;negative;0;0;1;0;0;0
7736;incapacité;negative;0;0;1;0;0;1
7737;incarcération;negative;0;1;1;1;0;1
7738;incarcérer;negative;0;1;1;1;0;0
7739;incarnation;positive;0;0;0;0;0;0
7740;incarner;positive;0;0;0;0;0;0
7741;incassable;positive;0;0;0;0;0;0
7742;incendiaire;negative;0;1;0;1;1;0
7743;incendie;negative;0;1;0;1;1;0
7744;incendie volontaire;negative;0;1;0;1;0;0
7745;incendier;negative;0;1;0;1;0;0
7746;incertitude;negative;0;1;0;0;1;0
7747;incessant;negative;0;1;1;1;0;0
7748;inceste;negative;0;1;1;1;0;1
7749;inchangé;positive;0;0;0;0;0;0
7750;incidence;positive;0;0;0;0;0;0
7751;incident;negative;0;1;1;0;1;1
7752;incinération;negative;0;0;1;0;0;1
7753;inciser;negative;0;1;0;0;0;0
7754;incision;negative;0;1;0;0;0;1
7755;inciter;positive;0;0;0;0;0;0
7756;inclinaison;negative;0;1;0;0;0;0
7757;incliner;negative;0;1;0;0;0;0
7758;inclination;positive;0;0;0;0;0;0
7759;inclus;positive;0;0;0;0;0;0
7760;inclusion;positive;0;0;0;0;0;0
